id,created_at,source,favorite_count,retweet_count,text
1343328283824447488,2020-12-27 22:49:55+00:00,Twitter for iPhone,150661,23934,"On behalf of two GREAT Senators, @sendavidperdue &amp; @KLoeffler, I will be going to Georgia on Monday night, January 4th., to have a big and wonderful RALLY. So important for our Country that they win!"
1343069190433943564,2020-12-27 05:40:22+00:00,Twitter for iPhone,130995,33845,A must see! https://t.co/WbLDGpaHJX
1343068648118874113,2020-12-27 05:38:13+00:00,Twitter for iPhone,133868,23487,"Increase payments to the people, get rid of the “pork”. https://t.co/jq82qFIyUs"
1343068273827577861,2020-12-27 05:36:44+00:00,Twitter for iPhone,105480,20282,Speaking for America! https://t.co/jowS1B9qqf
1343066231222448130,2020-12-27 05:28:37+00:00,Twitter for iPhone,82436,18940,"Michigan AG Dana Nessel Pursues Sanctions Against Lawyers Questioning Election https://t.co/Hb5xckedoN via @BreitbartNews  These lawyers are true patriots who are fighting for the truth and, obviously, getting very close. AG should be sanctioned. Fight on!"
1343027900740734976,2020-12-27 02:56:18+00:00,Twitter for iPhone,284981,39248,"$2000 + $2000 plus other family members. Not $600. Remember, it was China’s fault!"
1342974377218994181,2020-12-26 23:23:37+00:00,Twitter for iPhone,153113,26945,"....But when it is all over, and this period of time becomes just another ugly chapter in our Country’s history, WE WILL WIN!!!"
1342974375008600070,2020-12-26 23:23:36+00:00,Twitter for iPhone,125442,21964,"....Courts are bad, the FBI and “Justice” didn’t do their job, and the United States Election System looks like that of a third world country. Freedom of the press has been gone for a long time, it is Fake News, and now we have Big Tech (with Section 230) to deal with...."
1342974373632876545,2020-12-26 23:23:36+00:00,Twitter for iPhone,42211,10210,"....fake signatures, illegal immigrant voters, banned Republican vote watchers, MORE VOTES THAN ACTUAL VOTERS (check out Detroit &amp; Philadelphia), and much more. The numbers are far greater than what is necessary to win the individual swing states, and cannot even be contested...."
1342974370822692867,2020-12-26 23:23:35+00:00,Twitter for iPhone,196028,41780,"Time for Republican Senators to step up and fight for the Presidency, like the Democrats would do if they had actually won. The proof is irrefutable! Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters,"
1342908782934958081,2020-12-26 19:02:58+00:00,Twitter for iPhone,244016,45356,"The lockdowns in Democrat run states are absolutely ruining the lives of so many people - Far more than the damage that would be caused by the China Virus. Cases in California have risen despite the lockdown, yet Florida &amp; others are open &amp; doing well. Common sense please!"
1342872502306009089,2020-12-26 16:38:48+00:00,Twitter for iPhone,103808,17881,Thank you Mark. Big numbers found in Arizona.We must win for our Country! https://t.co/I6UXM3cz42
1342835233306124288,2020-12-26 14:10:42+00:00,Twitter for iPhone,289481,41244,"I simply want to get our great people $2000, rather than the measly $600 that is now in the bill. Also, stop the billions of dollars in “pork”."
1342832582606598144,2020-12-26 14:00:10+00:00,Twitter for iPhone,170874,31750,"A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election. Ours, with its millions and millions of corrupt Mail-In Ballots, was the election of a third world country. Fake President!"
1342830505163706369,2020-12-26 13:51:55+00:00,Twitter for iPhone,178433,37123,"The U.S. Supreme Court has been totally incompetent and weak on the massive Election Fraud that took place in the 2020 Presidential Election. We have absolute PROOF, but they don’t want to see it - No “standing”, they say. If we have corrupt elections, we have no country!"
1342826019745640450,2020-12-26 13:34:06+00:00,Twitter for iPhone,140503,30350,"Where the hell is the Durham Report? They spied on my campaign, colluded with Russia (and others), and got caught. Read the Horowitz Reports about Comey &amp; McCabe. Even the Fake News @nytimes said “bad”. They tried it all, and failed, so now they are trying to steal the election!"
1342821189077622792,2020-12-26 13:14:54+00:00,Twitter for iPhone,164466,35772,"The “Justice” Department and the FBI have done nothing about the 2020 Presidential Election Voter Fraud, the biggest SCAM in our nation’s history, despite overwhelming evidence. They should be ashamed. History will remember. Never give up. See everyone in D.C. on January 6th."
1342817496924086278,2020-12-26 13:00:14+00:00,Twitter for iPhone,156371,32190,"If a Democrat Presidential Candidate had an Election Rigged &amp; Stolen, with proof of such acts at a level never seen before, the Democrat Senators would consider it an act of war, and fight to the death. Mitch &amp; the Republicans do NOTHING, just want to let it pass. NO FIGHT!"
1342813418177392649,2020-12-26 12:44:01+00:00,Twitter for iPhone,97532,20048,"I will not stand by and watch this travesty of a bill happen without reigning in Big Tech. End Section 230 now, before it is too late. So bad for our Country. Show courage, and do what’s right!!! https://t.co/V99lShpLCe"
1342807171130601473,2020-12-26 12:19:12+00:00,Twitter for iPhone,80584,15544,"Our $740 defense bill is a gift to China, Russia &amp; Big Tech. It fails to terminate the internationally dangerous Section 230, won’t allow us to bring our troops back home (where they belong), renames &amp; destroys our forts &amp; National Monuments, &amp; makes 5G almost impossible! https://t.co/txJle9Ezlg"
1342624069687062528,2020-12-26 00:11:37+00:00,Twitter for iPhone,119332,20721,"But we already know enough, and we won big! https://t.co/hGWnz6R8Vd"
1342559171649167366,2020-12-25 19:53:44+00:00,Twitter for iPhone,143001,20445,Thank you! https://t.co/579bfpa4TD
1342556287872233474,2020-12-25 19:42:17+00:00,Twitter for iPhone,193275,24725,Going now to make a short speech to service members from all over the world. It is a celebration of Christmas. Video Conference - Fake News not invited!
1342555377951510528,2020-12-25 19:38:40+00:00,Twitter for iPhone,83208,12048,The greatest of all time. Fake News! https://t.co/jiWjLrynQW
1342554825465196544,2020-12-25 19:36:28+00:00,Twitter for iPhone,206543,30894,"Made many calls and had meetings at Trump International in Palm Beach, Florida. Why would politicians not want to give people $2000, rather than only $600? It wasn’t their fault, it was China. Give our people the money!"
1342463237841948672,2020-12-25 13:32:32+00:00,Twitter for iPhone,633234,65356,MERRY CHRISTMAS!
1342245390540804096,2020-12-24 23:06:53+00:00,Twitter for iPhone,220941,41217,"I saved at least 8 Republican Senators, including Mitch, from losing in the last Rigged (for President) Election. Now they (almost all) sit back and watch me fight against a crooked and vicious foe, the Radical Left Democrats. I will NEVER FORGET!"
1342243632833814528,2020-12-24 22:59:54+00:00,Twitter for iPhone,228410,47909,"Twitter is going wild with their flags, trying hard to suppress even the truth. Just shows how dangerous they are, purposely stifling free speech. Very dangerous for our Country. Does Congress know that this is how Communism starts? Cancel Culture at its worst. End Section 230!"
1342212651447967744,2020-12-24 20:56:47+00:00,Twitter for iPhone,335831,61287,"VOTER FRAUD IS NOT A CONSPIRACY THEORY, IT IS A FACT!!!"
1342212340436135938,2020-12-24 20:55:33+00:00,Twitter for iPhone,86249,16474,"Maria’s show and ratings are better than ever. They are trying to shame her into not telling the truth. Her audience would be gone, and she is far too smart for that. Rigged Election! https://t.co/g3AyaOx3dv"
1342209260026023940,2020-12-24 20:43:19+00:00,Twitter for iPhone,138283,25371,"At a meeting in Florida today, everyone was asking why aren’t the Republicans up in arms &amp; fighting over the fact that the Democrats stole the rigged presidential election? Especially in the Senate, they said, where you helped 8 Senators win their races. How quickly they forget!"
1342206148649299969,2020-12-24 20:30:57+00:00,Twitter for iPhone,146139,16947,"More than one million Americans have already received the China Virus Vaccine, a record pace!"
1342202964904181762,2020-12-24 20:18:18+00:00,Twitter for iPhone,195268,34423,https://t.co/ZrehVYMARl
1342184240088276992,2020-12-24 19:03:54+00:00,Twitter for iPhone,102555,14340,Rush is the GREATEST! https://t.co/W0LhbM2bSt
1342100887137873922,2020-12-24 13:32:41+00:00,Twitter for iPhone,113695,28849,https://t.co/KHMgb78b5c
1342098544547794944,2020-12-24 13:23:22+00:00,Twitter for iPhone,152946,32237,https://t.co/GgwnkrGz9U
1341948764068704256,2020-12-24 03:28:12+00:00,Twitter for iPhone,166654,58337,https://t.co/L3tOUDiT0G
1341948611131822083,2020-12-24 03:27:35+00:00,Twitter for iPhone,181131,62634,https://t.co/zPh2ddB38K
1341885394124607488,2020-12-23 23:16:23+00:00,Twitter for iPhone,220380,47311,"After seeing the massive Voter Fraud in the 2020 Presidential Election, I disagree with anyone that thinks a strong, fast, and fair Special Counsel is not needed, IMMEDIATELY. This was the most corrupt election in the history of our Country, and it must be closely examined!"
1341862955604975617,2020-12-23 21:47:13+00:00,Twitter for iPhone,203486,32851,"...Some friendly health advice to Iran: If one American is killed, I will hold Iran responsible. Think it over."
1341862953637822468,2020-12-23 21:47:13+00:00,Twitter for iPhone,161797,34296,Our embassy in Baghdad got hit Sunday by several rockets. Three rockets failed to launch. Guess where they were from: IRAN. Now we hear chatter of additional attacks against Americans in Iraq... https://t.co/0OCL6IFp5M
1341792832093364226,2020-12-23 17:08:35+00:00,Twitter for iPhone,195418,39153,They are slow walking the signature verification in Georgia. They don’t want results to get out prior to January 6th. They know what they are trying so hard to hide. Terrible people! @BrianKempGA
1341565405509394440,2020-12-23 02:04:52+00:00,Twitter Media Studio,179896,47572,"Statement by Donald J. Trump, The President of the United States

Full Video: https://t.co/avKfYctPAD https://t.co/i8IMLhH53Q"
1341553610996543494,2020-12-23 01:18:00+00:00,Twitter for iPhone,91191,19970,"“@NewtGingrich Pens Op-Ed on Election Saying he will not Accept Joe Biden as President” @OANN  Newt Gingrich gets it, we are going to WIN! https://t.co/PBHZo2LLNu https://t.co/uG2HjCEo9G"
1341551177146757121,2020-12-23 01:08:20+00:00,Twitter for iPhone,103222,30263,https://t.co/WtIQLiq65y
1341547750710800385,2020-12-23 00:54:43+00:00,Twitter for iPhone,146304,24835,"Republicans in the Senate so quickly forget. Right now they would be down 8 seats without my backing them in the last Election. RINO John Thune, “Mitch’s boy”, should just let it play out. South Dakota doesn’t like weakness. He will be primaried in 2022, political career over!!!"
1341537886315950080,2020-12-23 00:15:31+00:00,Twitter Media Studio,406563,102686,https://t.co/v9Rdjz6DNu
1341405487057821698,2020-12-22 15:29:24+00:00,Twitter for iPhone,274780,50751,THE DEMOCRATS DUMPED HUNDREDS OF THOUSANDS OF BALLOTS IN THE SWING STATES LATE IN THE EVENING. IT WAS A RIGGED ELECTION!!!
1341389598296059909,2020-12-22 14:26:16+00:00,Twitter for iPhone,149518,19868,"Distribution of both vaccines is going very smoothly. Amazing how many people are being vaccinated, record numbers. Our Country, and indeed the World, will soon see the great miracle of what the Trump Administration has accomplished. They said it couldn’t be done!!!"
1341169419259531265,2020-12-21 23:51:21+00:00,Twitter for iPhone,109562,25496,"“Conservatives Call on State Legislators to Appoint New Electors, in Accordance with the Constitution”
https://t.co/V2akcgvlHD"
1341138409092509696,2020-12-21 21:48:08+00:00,Twitter for iPhone,103670,17221,...Republicans in Wisconsin should take these 3 strong decisions to their State Legislators and overturn this ridiculous State Election. We won in a LANDSLIDE!
1341138408274595843,2020-12-21 21:48:08+00:00,Twitter for iPhone,89575,13789,"...WOW, he just voted against me in a Big Court Decision on voter fraud (of which there was much!), despite many pages of dissent from three highly respected Justices. One thing has nothing to do with another, but we ended up losing 4-3 in a really incorrect ruling! Great..."
1341138407460925440,2020-12-21 21:48:08+00:00,Twitter for iPhone,117108,18289,"Two years ago, the great people of Wisconsin asked me to endorse a man named Brian Hagedorn for State Supreme Court Justice, when he was getting destroyed in the Polls against a tough Democrat Candidate who had no chance of losing. After my endorsement, Hagedorn easily won!..."
1341043285368909824,2020-12-21 15:30:09+00:00,Twitter for iPhone,73228,12564,"....@sendavidperdue will not be able to win on January 5th. unless these people allow Signature Verification in presidential race. K &amp; D need it for their race also, &amp; Georgia spirit will rise to such a high that they will easily bring home a great victory. Move fast @BrianKempGA"
1341043284542713857,2020-12-21 15:30:09+00:00,Twitter for iPhone,112000,22165,"Governor @BrianKempGA and his puppet @GeoffDuncanGA, together with the Secretary of State of Georgia, are very slow on Signature Verification, and won’t allow Fulton County to be examined. What are these RINOS hiding? We will easily win Presidential State race. @KLoeffler and...."
1340996686257254403,2020-12-21 12:24:59+00:00,Twitter for iPhone,265628,50411,Big news coming out of Pennsylvania. Very big illegal ballot drop that cannot be accounted for. Rigged Election!
1340988270243700739,2020-12-21 11:51:32+00:00,Twitter for iPhone,96977,12820,“The President was responsible for those direct payments to Americans in the Covid-19 Relief Bill.” @kilmeade @foxandfriends And the Moderna vaccine has already started rolling out. Very smooth distribution!
1340739574264434690,2020-12-20 19:23:18+00:00,Twitter for iPhone,59984,12552,https://t.co/8S0ePCOCOG
1340716395286413315,2020-12-20 17:51:12+00:00,Twitter for iPhone,82840,19378,Wow! https://t.co/gAttnzPa5d
1340701616010375171,2020-12-20 16:52:28+00:00,Twitter for iPhone,174014,23552,Cute! https://t.co/bMkuaxd7lL
1340696207560220678,2020-12-20 16:30:59+00:00,Twitter for iPhone,77198,10837,David is a great guy and patriot. Thank you Lauren! https://t.co/p69H8F52r5
1340529063799246848,2020-12-20 05:26:49+00:00,Twitter for iPhone,296099,48829,GREATEST ELECTION FRAUD IN THE HISTORY OF OUR COUNTRY!!!
1340527057151930369,2020-12-20 05:18:50+00:00,Twitter for iPhone,166422,25669,"Why isn’t Congress giving our people a Stimulus Bill? It wasn’t their fault, it was the fault of China. GET IT DONE, and give them more money in direct payments."
1340523944680583169,2020-12-20 05:06:28+00:00,Twitter for iPhone,163253,23861,Martial law = Fake News. Just more knowingly bad reporting!
1340523358551732233,2020-12-20 05:04:09+00:00,Twitter for iPhone,99057,14309,"What would Bolton, one of the dumbest people in Washington, know? Wasn’t he the person who so stupidly said, on television, “Libyan solution”, when describing what the U.S. was going to do for North Korea? I’ve got plenty of other Bolton “stupid stories”."
1340520653653458949,2020-12-20 04:53:24+00:00,Twitter for iPhone,99907,17069,"As badly as we were treated in Georgia by the “Republican” Governor and “Republican” Secretary of State, we must have a massive victory for two great people, @KLoeffler &amp; @sendavidperdue, on January 5th. I will be having a big Rally for them on Monday night, January 4th. WIN!"
1340517052705091586,2020-12-20 04:39:05+00:00,Twitter for iPhone,56939,13737,https://t.co/nosN75WVxt
1340516843791020033,2020-12-20 04:38:15+00:00,Twitter for iPhone,57611,13590,https://t.co/mVOIboynpb
1340466552420896769,2020-12-20 01:18:25+00:00,Twitter for iPhone,100262,16437,Watch @RealPNavarro NOW on the Election Fraud. @JesseBWatters  @FoxNews
1340395245679353869,2020-12-19 20:35:04+00:00,Twitter for iPhone,60677,12308,https://t.co/Xr1fgfxPr2
1340393421069053954,2020-12-19 20:27:49+00:00,Twitter for iPhone,51586,10930,https://t.co/tVpKRrC8VP
1340386865799712772,2020-12-19 20:01:46+00:00,Twitter for iPhone,49672,10596,https://t.co/UtbrPnJKz1
1340386251866828802,2020-12-19 19:59:20+00:00,Twitter for iPhone,197982,33693,The lie of the year is that Joe Biden won! Christina Bobb @OANN
1340381132467171332,2020-12-19 19:38:59+00:00,Twitter for iPhone,48577,10727,https://t.co/xcN3Dur87Q
1340377186847625218,2020-12-19 19:23:19+00:00,Twitter for iPhone,95406,18423,We don’t want to have lockdowns. The cure cannot be worse than the problem itself! https://t.co/sHBJfG9T8X
1340376176695631872,2020-12-19 19:19:18+00:00,Twitter for iPhone,56378,9946,"The entire WORLD is being badly hurt by the China Virus, but if you listen to the Fake News Lamestream Media, and Big Tech, you would think that we are the only one. No, but we are the Country that developed vaccines, and years ahead of schedule! https://t.co/z1UoJ8lbTm"
1340373798617559040,2020-12-19 19:09:51+00:00,Twitter for iPhone,107544,13628,Very happy to have helped get @WreathsAcross America so beautifully open and operating today. Congratulations to all of those who have worked so hard for this great success!
1340368820079345664,2020-12-19 18:50:04+00:00,Twitter for iPhone,58261,13654,https://t.co/6YpmZqdP4k
1340362336390004737,2020-12-19 18:24:18+00:00,Twitter for iPhone,190627,48921,https://t.co/ftlALc6UWn
1340333619299147781,2020-12-19 16:30:11+00:00,Twitter for iPhone,113559,22216,"....discussing the possibility that it may be China (it may!). There could also have been a hit on our ridiculous voting machines during the election, which is now obvious that I won big, making it an even more corrupted embarrassment for the USA. @DNI_Ratcliffe @SecPompeo"
1340333618691002368,2020-12-19 16:30:11+00:00,Twitter for iPhone,127423,24867,"The Cyber Hack is far greater in the Fake News Media than in actuality. I have been fully briefed and everything is well under control. Russia, Russia, Russia is the priority chant when anything happens because Lamestream is, for mostly financial reasons, petrified of...."
1340306154031857665,2020-12-19 14:41:03+00:00,Twitter for iPhone,147007,34529,"He didn’t win the Election. He lost all 6 Swing States, by a lot. They then dumped hundreds of thousands of votes in each one, and got caught. Now Republican politicians have to fight so that their great victory is not stolen. Don’t be weak fools! https://t.co/d9Bgu8XPIj"
1340300394640117762,2020-12-19 14:18:10+00:00,Twitter for iPhone,80062,12197,One of the Trump Administration’s great achievements into the future will be the authorization and start up of the SPACE FORCE. 75 years since Air Force. Congratulations to all! https://t.co/iG011Jt50r
1340185773220515840,2020-12-19 06:42:42+00:00,Twitter for iPhone,143218,36474,"Peter Navarro releases 36-page report alleging election fraud 'more than sufficient' to swing victory to Trump https://t.co/D8KrMHnFdK. A great report by Peter. Statistically impossible to have lost the 2020 Election. Big protest in D.C. on January 6th. Be there, will be wild!"
1340096386113687554,2020-12-19 00:47:30+00:00,Twitter for iPhone,203872,19058,"Congratulations, the Moderna vaccine is now available!"
1339993708146683905,2020-12-18 17:59:30+00:00,Twitter for iPhone,108008,24056,https://t.co/oMa4GS9q6K
1339971240157736960,2020-12-18 16:30:13+00:00,Twitter for iPhone,182879,20815,THANK YOU to the GREAT men and women of @FedEx and @UPS for driving through the storms this week to deliver millions of doses of the vaccine across the country. Two Great American Companies!
1339953001847525379,2020-12-18 15:17:45+00:00,Twitter for iPhone,117178,26768,"The Secretary of State and Governor of Georgia, both so-called “Republicans”, aren’t allowing Fulton County to go through the vital Voter Signature Verification process. Also, they are not allowing Republican “watchers” to be present and verify! @BrianKempGA"
1339938332223139840,2020-12-18 14:19:27+00:00,Twitter for iPhone,129844,23246,"Governor @BrianKempGA of Georgia still has not called a Special Session. So easy to do, why is he not doing it? It will give us the State. MUST ACT NOW!"
1339937549209522178,2020-12-18 14:16:21+00:00,Twitter for iPhone,62227,9637,"Oh, they do this to me every day. When will they apologize? https://t.co/oqcroLYx5B"
1339937091707351046,2020-12-18 14:14:32+00:00,Twitter for iPhone,137455,28755,".@senatemajldr and Republican Senators have to get tougher, or you won’t have a Republican Party anymore. We won the Presidential Election, by a lot. FIGHT FOR IT. Don’t let them take it away!"
1339929663804747778,2020-12-18 13:45:01+00:00,Twitter for iPhone,47418,7302,"Well, at least she was happy when I pardoned Scooter Libby. We got a GREAT new Senator from her state, not Liz! https://t.co/tT4gdn8f9V"
1339918065543352321,2020-12-18 12:58:55+00:00,Twitter for iPhone,74474,13560,The Russia Hoax becomes an even bigger lie! https://t.co/nbtfIGg2Ew
1339914253596319744,2020-12-18 12:43:47+00:00,Twitter for iPhone,112133,14424,"Europe and other parts of the World being hit hard by the China Virus - Germany, France, Spain and Italy, in particular. The vaccines are on their way!!!"
1339912692736405507,2020-12-18 12:37:34+00:00,Twitter for iPhone,118566,12999,Moderna vaccine overwhelmingly approved. Distribution to start immediately.
1339770665168228354,2020-12-18 03:13:12+00:00,Twitter for iPhone,305757,41187,"I am very disappointed in the United States Supreme Court, and so is our great country!"
1339768443042738176,2020-12-18 03:04:23+00:00,Twitter for iPhone,56046,11904,"New Peter Strzok Texts Undermine Official Narrative on Start of ‘Russia Collusion‘ Investigation https://t.co/kwmNTZbsYD via @BreitbartNews. Check out last in his class John McCain, one of the most overrated people in D.C."
1339759289234317312,2020-12-18 02:28:00+00:00,Twitter for iPhone,112696,19835,We won Wisconsin big. They rigged the vote! https://t.co/TRBRmBiMtv
1339758279526916097,2020-12-18 02:24:00+00:00,Twitter for iPhone,61311,7215,Thank you! https://t.co/Du7bro3qis
1339758142381551629,2020-12-18 02:23:27+00:00,Twitter for iPhone,58032,8332,Tommy will be more popular than ever before - a hero! https://t.co/dTAXJyENlr
1339748940380577792,2020-12-18 01:46:53+00:00,Twitter for iPhone,90076,17057,"That’s because he is a great champion and man of courage. More Republican Senators should follow his lead. We had a landslide victory, and then it was swindled away from the Republican Party - but we caught them. Do something! https://t.co/nZU0czsZgB"
1339709639584337920,2020-12-17 23:10:43+00:00,Twitter for iPhone,242419,33422,Democrats would never put up with a Presidential Election stolen by the Republicans!
1339597489926590465,2020-12-17 15:45:04+00:00,Twitter for iPhone,222447,40925,Just released data shows many thousands of noncitizens voted in Nevada. They are totally ineligible to vote!
1339594787133919239,2020-12-17 15:34:20+00:00,Twitter for iPhone,119182,21928,"I will Veto the Defense Bill, which will make China very unhappy. They love it. Must have Section 230 termination, protect our National Monuments and allow for removal of military from far away, and very unappreciative, lands. Thank you! https://t.co/9rI08S5ofO"
1339585198816522242,2020-12-17 14:56:14+00:00,Twitter for iPhone,73665,10369,Crazy! https://t.co/rO3EkzQVN8
1339585047481917441,2020-12-17 14:55:38+00:00,Twitter for iPhone,156300,22339,"I have NOTHING to do with the potential prosecution of Hunter Biden, or the Biden family. It is just more Fake News. Actually, I find it very sad to watch!"
1339584378154885124,2020-12-17 14:52:58+00:00,Twitter for iPhone,128964,15173,"All-time Stock Market high. The Vaccine and the Vaccine rollout are getting the best of reviews. Moving along really well. Get those “shots” everyone! Also, stimulus talks looking very good."
1339453818996727809,2020-12-17 06:14:10+00:00,Twitter for iPhone,176744,30842,“Michigan fraud witness totally debunks Dominion CEO.” @OANN  It was brutal!
1339286784790966274,2020-12-16 19:10:26+00:00,Twitter for iPhone,100985,17505,TRUE! https://t.co/YapMxkF4SE
1339284435456421892,2020-12-16 19:01:06+00:00,Twitter for iPhone,110635,23711,https://t.co/GgwnkrGz9U
1339281950490697729,2020-12-16 18:51:14+00:00,Twitter for iPhone,148610,28414,"Chris Krebs was totally excoriated and proven wrong at the Senate Hearing on the Fraudulent 2020 Election. Massive FRAUD took place with machines, people voting from out of state, illegals, dead people, no signatures—and so much more!"
1339277405458997249,2020-12-16 18:33:10+00:00,Twitter for iPhone,169184,28242,Former United States Solicitor General Ken Starr: Pennsylvania “Flagrantly Violated” Laws Ahead of Election.
1339275859841134594,2020-12-16 18:27:02+00:00,Twitter for iPhone,121350,20474,"Senate Hearings going on LIVE @OANN, as to the Fraudulent 2020 Election that just took place. @SenRonJohnson doing an excellent job. Nevada must be flipped based on testimony!"
1339225465584840704,2020-12-16 15:06:47+00:00,Twitter for iPhone,177140,30203,"Perhaps the biggest difference between 2016 and 2020 is @FoxNews, despite the fact that I went from 63,000,000 Votes to 75,000,000 Votes, a record 12,000,000 Vote increase. Obama went down 3,000,000 Votes, and won. Rigged Election!!!"
1339198867275980802,2020-12-16 13:21:05+00:00,Twitter for iPhone,148975,20838,"Can’t believe how badly @FoxNews is doing in the ratings. They played right into the hands of the Radical Left Democrats, &amp; now are floating in limboland. Hiring fired @donnabraziIe, and far worse, allowing endless negative and unedited commercials. @FoxNews is dead. Really Sad!"
1339186712535298053,2020-12-16 12:32:47+00:00,Twitter for iPhone,99906,15106,So ridiculous and unfair. Will people never make a stand! https://t.co/rO3EkzzkVA
1339090279429775363,2020-12-16 06:09:36+00:00,Twitter for iPhone,150473,28115,"“Study: Dominion Machines shifted 2-3% of Trump Votes to Biden. Far more votes than needed to sway election.” Florida, Ohio, Texas and many other states were won by even greater margins than projected. Did just as well with Swing States, but bad things happened. @OANN"
1339083004216532993,2020-12-16 05:40:41+00:00,Twitter for iPhone,101788,19371,"Trump's allies slam Mitch McConnell for congratulating Biden https://t.co/ak9nu6420L via @MailOnline. Mitch, 75,000,000 VOTES, a record for a sitting President (by a lot). Too soon to give up. Republican Party must finally learn to fight. People are angry!"
1339071350900723713,2020-12-16 04:54:23+00:00,Twitter for iPhone,331123,39168,Poll: 92% of Republican Voters think the election was rigged!
1339061769441075205,2020-12-16 04:16:19+00:00,Twitter for iPhone,88476,10774,Franklin Graham: ‘I Am Grateful to God’ for ‘the Last Four Years’ https://t.co/wbSLJ4snxX via @BreitbartNews Thank you Franklin!
1339013823282499584,2020-12-16 01:05:47+00:00,Twitter for iPhone,100999,15456,Because of corruption or because I won despite corruption? https://t.co/6yoazp4WOm
1338876692073426944,2020-12-15 16:00:53+00:00,Twitter for iPhone,117351,22746,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country https://t.co/8BcvdpY3Qf via @BreitbartNews
1338871862315667456,2020-12-15 15:41:41+00:00,Twitter for iPhone,290342,46140,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!
1338852676654821376,2020-12-15 14:25:27+00:00,Twitter for iPhone,227940,38376,"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent. Did Michigan Secretary of State break the law? Stay tuned!"
1338851758819389441,2020-12-15 14:21:48+00:00,Twitter for iPhone,182293,32716,"Tremendous problems being found with voting machines. They are so far off it is ridiculous. Able to take a landslide victory and reduce it to a tight loss. This is not what the USA is all about. Law enforcement shielding machines. DO NOT TAMPER, a crime. Much more to come!"
1338718081443622912,2020-12-15 05:30:37+00:00,Twitter for iPhone,102357,20142,"Thank you Kevin. Many Trump votes were routed to Biden. The highly respected Michigan Judge released this epic report. True all over the Country. This Fake Election can no longer stand. Get moving Republicans. Big Swing State Win!  75,000,000 VOTES. https://t.co/0sodJFr80k"
1338715842931023873,2020-12-15 05:21:43+00:00,Twitter for iPhone,143853,31131,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal! https://t.co/4WwiA83Prg"
1338614514493878273,2020-12-14 22:39:05+00:00,Twitter for iPhone,106699,17194,"...Deputy Attorney General Jeff Rosen, an outstanding person, will become Acting Attorney General. Highly respected Richard Donoghue will be taking over the duties of Deputy Attorney General. Thank you to all! https://t.co/V5sqOJT9PM"
1338614499981602819,2020-12-14 22:39:01+00:00,Twitter for iPhone,158044,22535,"Just had a very nice meeting with Attorney General Bill Barr at the White House. Our relationship has been a very good one, he has done an outstanding job! As per letter, Bill will be leaving just before Christmas to spend the holidays with his family..."
1338574268154646528,2020-12-14 19:59:09+00:00,Twitter for iPhone,157245,31377,WOW. This report shows massive fraud. Election changing result! https://t.co/dFT3sRpUY5
1338490171801661441,2020-12-14 14:24:59+00:00,Twitter for iPhone,282829,27372,First Vaccine Administered. Congratulations USA! Congratulations WORLD!
1338483200046354434,2020-12-14 13:57:17+00:00,Twitter for iPhone,184057,34205,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, &amp; a fake “water main break”, to recover!"
1338352220614635520,2020-12-14 05:16:49+00:00,Twitter for iPhone,147985,17640,A great honor! https://t.co/n6IyFtcXIQ
1338348880182829061,2020-12-14 05:03:33+00:00,Twitter for iPhone,146109,23721,"What a fool Governor @BrianKempGA of Georgia is. Could have been so easy, but now we have to do it the hard way. Demand this clown call a Special Session and open up signature verification, NOW. Otherwise, could be a bad day for two GREAT Senators on January 5th."
1338347204440952832,2020-12-14 04:56:53+00:00,Twitter for iPhone,94058,15811,"Democrats weakened the Signature Verification (and other) safeguards in Georgia. @staceyabrams played @BrianKempGA &amp; Secretary of State, for fools. Consent Decree, which is terrible for Republicans (and honest people!), must be opened up NOW - David, Kelly, and I will then win!"
1338327779956363265,2020-12-14 03:39:42+00:00,Twitter for iPhone,67191,8974,"Oh no! What is going on? This is not good news, even for “Indians”. Cancel culture at work! https://t.co/d1l0C9g6Pd"
1338325735778476035,2020-12-14 03:31:34+00:00,Twitter for iPhone,126449,13261,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!"
1338324103401529344,2020-12-14 03:25:05+00:00,Twitter for iPhone,62879,12896,https://t.co/dZ56TExPWf
1338263195941818370,2020-12-13 23:23:04+00:00,Twitter for iPhone,258656,26983,"Vaccines are shipped and on their way, FIVE YEARS AHEAD OF SCHEDULE. Get well USA. Get well WORLD. We love you all!"
